Edad,RangoEdad,Sexo,EstadoCivil,TipoLocalidad,Comuna,Zona,Estrato,TipoVivienda,TiempoEnMedellin,PersonasConLasQueVive,AfiliacionSalud,NivelEstudio,Estudia,ValoracionOportunidadesDeLaCiudadParaEstudiar,ValoracionInstitucionEnHabilidadesDelMundoLaboral,ImpactoProfesoresEnLaVida,Trabaja,PercepcionOfertaLaboral,GastoSemanalTransporte,GastoSemanalRumba,GastoSemanalObligacionesFamiliares,EdadALaQueTuvoPrimerHijo,EdadPrimeraRelacionSexual,ConsumoDrogas,ConsumoCigarrillo,ConsumoLicor,FrecuenciaEjercicio,FrecuenciaLectura,ParticipacionMarchas,ActividadesComunitarias,ParticipacionVoluntariados,ParticipacionGrupoJuvenil
20,18-21 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 5,Alquilado,Siempre,7 personas,Beneficiario,Universitaria Incompleta o en curso,Sí,Muy favorable,Favorable,Favorable,No,Muy buena,40000,20000,0,No Aplica,14,No,No,Sí,A veces,A veces,No,No,No,Sí
23,22-26 años,Hombre,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 5,De tus padres/ hermanos,Siempre,4 personas,Beneficiario,Universitaria Incompleta o en curso,Sí,Favorable,Favorable,Favorable,No,Ni buena/ Ni mala,30000,20000,0,No Aplica,16,No,Sí,Sí,Casi Siempre,Casi Siempre,No,No,No,Sí
26,22-26 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 4,Alquilado,Siempre,5 personas,Cotizante,Tecnología Completa,Sí,Muy favorable,Favorable,Favorable,Sí,Buena,50000,20000,0,No Aplica,16,No,Sí,Sí,A veces,Casi Siempre,No,No,No,Sí
17,14-17 años,Hombre,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 6,De tus padres/ hermanos,Siempre,4 personas,Beneficiario,Grado 11,Sí,Favorable,Ni favorable/ Ni desfavorable,Favorable,No,Buena,20000,60000,0,No Aplica,14,Sí,Sí,Sí,Casi Siempre,Casi Siempre,Sí,No,Sí,Sí
24,22-26 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 5,Alquilado,Siempre,4 personas,Beneficiario,Universitaria Incompleta o en curso,Sí,Muy favorable,Favorable,Favorable,No,Ni buena/ Ni mala,30000,20000,0,No Aplica,15,No,No,Sí,Casi Siempre,A veces,No,No,No,Sí
23,22-26 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 5,Alquilado,Siempre,5 personas,Cotizante,Tecnología Completa,Sí,Muy favorable,Favorable,Favorable,No,Muy buena,30000,20000,0,No Aplica,17,No,Sí,Sí,A veces,Casi nunca,No,No,No,Sí
17,14-17 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 6,De tus padres/ hermanos,Siempre,5 personas,Beneficiario,Grado 10,Sí,Muy favorable,Muy favorable,Muy favorable,Nunca he trabajado,Muy buena,0,0,0,No Aplica,17,No,No,Sí,Siempre,Siempre,Sí,No,No,No
17,14-17 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 6,De tus padres/ hermanos,Siempre,5 personas,Beneficiario,Grado 10,Sí,Muy favorable,Muy favorable,Muy favorable,Nunca he trabajado,Muy buena,0,0,0,No Aplica,17,No,No,Sí,Siempre,Siempre,Sí,No,No,No
17,14-17 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 6,De tus padres/ hermanos,Siempre,5 personas,Beneficiario,Grado 10,Sí,Muy favorable,Muy favorable,Muy favorable,Nunca he trabajado,Muy buena,0,0,0,No Aplica,17,No,No,Sí,Siempre,Siempre,Sí,No,No,No
17,14-17 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 6,De tus padres/ hermanos,Siempre,5 personas,Beneficiario,Grado 10,Sí,Muy favorable,Muy favorable,Muy favorable,Nunca he trabajado,Muy buena,0,0,0,No Aplica,17,No,No,Sí,Siempre,Siempre,Sí,No,No,No
17,14-17 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 6,De tus padres/ hermanos,Siempre,5 personas,Beneficiario,Grado 10,Sí,Muy favorable,Muy favorable,Muy favorable,Nunca he trabajado,Muy buena,0,0,0,No Aplica,17,No,No,Sí,Siempre,Siempre,Sí,No,No,No
16,14-17 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 6,De tus padres/ hermanos,Siempre,2 personas,Beneficiario,Grado 10,Sí,Muy favorable,Muy favorable,Muy favorable,Nunca he trabajado,Muy buena,0,50000,0,No Aplica,No Aplica,No,No,Sí,Casi Siempre,Siempre,No,No,No,No
17,14-17 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 6,De tus padres/ hermanos,Siempre,6 personas,Beneficiario,Grado 10,Sí,Favorable,Muy favorable,Favorable,Nunca he trabajado,Muy buena,0,50000,0,No Aplica,No Aplica,No,No,Sí,Siempre,Siempre,Sí,No,No,No
16,14-17 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 6,De tus padres/ hermanos,Siempre,3 personas,Beneficiario,Grado 10,Sí,Muy favorable,Muy favorable,Muy favorable,Nunca he trabajado,Buena,10000,10000,0,No Aplica,16,No,No,Sí,Siempre,Siempre,Sí,No,No,No
17,14-17 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 6,De tus padres/ hermanos,Siempre,6 personas,Beneficiario,Grado 10,Sí,Muy favorable,Favorable,Favorable,Nunca he trabajado,Buena,0,30000,0,No Aplica,No Aplica,No,No,Sí,Siempre,Siempre,Sí,No,No,No
17,14-17 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 6,De tus padres/ hermanos,Siempre,3 personas,Beneficiario,Grado 10,Sí,Favorable,Muy favorable,Favorable,Nunca he trabajado,Ni buena/ Ni mala,0,0,0,No Aplica,16,No,No,Sí,Siempre,Siempre,Sí,Sí,No,No
17,14-17 años,Hombre,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 6,De tus padres/ hermanos,Siempre,2 personas,Beneficiario,Grado 10,Sí,Muy favorable,Favorable,Favorable,Nunca he trabajado,Ni buena/ Ni mala,0,10000,0,No Aplica,No Aplica,No,Sí,Sí,Siempre,Siempre,Sí,No,No,No
16,14-17 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 6,De tus padres/ hermanos,Siempre,3 personas,Beneficiario,Grado 10,Sí,Muy favorable,Muy favorable,Muy favorable,Nunca he trabajado,Ni buena/ Ni mala,0,0,0,No Aplica,No Aplica,No,No,Sí,Casi Siempre,Siempre,Sí,No,No,No
16,14-17 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 6,De tus padres/ hermanos,Siempre,4 personas,Beneficiario,Grado 10,Sí,Muy favorable,Muy favorable,Muy favorable,Nunca he trabajado,Nunca ha realizado,0,0,0,No Aplica,No Aplica,No,Sí,Sí,Casi Siempre,Casi Siempre,No,No,No,No
17,14-17 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 6,De tus padres/ hermanos,Siempre,3 personas,Beneficiario,Grado 10,Sí,Favorable,Muy favorable,Muy favorable,Nunca he trabajado,Nunca ha realizado,0,0,0,No Aplica,No Aplica,No,No,Sí,Siempre,Siempre,No,No,No,No
17,14-17 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 6,De tus padres/ hermanos,Siempre,4 personas,Beneficiario,Grado 10,Sí,Muy favorable,Muy favorable,Muy favorable,Nunca he trabajado,Nunca ha realizado,0,30000,0,No Aplica,No Aplica,No,No,Sí,Siempre,Casi Siempre,No,No,No,No
20,18-21 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 2,Alquilado,Más de 10 años,4 personas,Beneficiario,Grado 11,No,Favorable,Muy desfavorable,Muy favorable,No,Muy Mala,0,0,0,No Aplica,17,No,No,Sí,Siempre,Casi nunca,No,No,No,No
16,14-17 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 6,De tus padres/ hermanos,Siempre,4 personas,Beneficiario,Grado 10,Sí,Favorable,Favorable,Desfavorable,Nunca he trabajado,Buena,0,10000,0,No Aplica,No Aplica,No,No,Sí,Siempre,Nunca,Sí,No,No,Sí
20,18-21 años,Hombre,No eres casado(a) y vives en pareja hace menos de dos años,COMUNA,El Poblado,SURORIENTAL,Estrato 2,De tus padres/ hermanos,Siempre,5 personas,Ninguno,Grado 11,No,Favorable,Favorable,Favorable,Sí,Mala,0,0,0,No Aplica,12,Sí,No,Sí,Siempre,Nunca,No,No,No,No
16,14-17 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 6,De tus padres/ hermanos,Siempre,5 personas,Beneficiario,Grado 10,Sí,Favorable,Favorable,Favorable,Nunca he trabajado,Nunca ha realizado,0,30000,0,No Aplica,No Aplica,No,No,Sí,Siempre,A veces,No,No,No,No
21,18-21 años,Hombre,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 6,De tus padres/ hermanos,Siempre,5 personas,Beneficiario,Universitaria Incompleta o en curso,Sí,Favorable,Favorable,Favorable,Sí,Buena,30000,30000,0,No Aplica,17,Sí,Sí,Sí,A veces,A veces,No,No,No,Sí
26,22-26 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 5,De tus padres/ hermanos,Siempre,5 personas,Cotizante,Universitaria Incompleta o en curso,Sí,Muy favorable,Favorable,Favorable,Sí,Buena,50000,30000,50000,No Aplica,16,No,Sí,Sí,Casi Siempre,A veces,No,No,No,Sí
15,14-17 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 3,Alquilado,Siempre,5 personas,Beneficiario,Grado 8,Sí,Favorable,Favorable,Favorable,No,Ni buena/ Ni mala,0,0,0,No Aplica,No Aplica,Sí,Sí,Sí,A veces,Casi nunca,No,No,No,Sí
15,14-17 años,Hombre,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 5,De tus padres/ hermanos,Siempre,3 personas,Beneficiario,Grado 8,Sí,Favorable,Muy favorable,Favorable,Nunca he trabajado,Ni buena/ Ni mala,0,0,0,No Aplica,No Aplica,No,No,Sí,Siempre,Nunca,No,No,No,No
14,14-17 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 6,De tus padres/ hermanos,Siempre,4 personas,Beneficiario,Grado 7,Sí,Favorable,Favorable,Favorable,Nunca he trabajado,Buena,0,70000,0,No Aplica,No Aplica,No,No,Sí,Casi Siempre,Nunca,No,No,No,No
17,14-17 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 6,De tus padres/ hermanos,Siempre,5 personas,Beneficiario,Grado 10,Sí,Ni favorable/ Ni desfavorable,Favorable,Favorable,Nunca he trabajado,Buena,0,0,0,No Aplica,No Aplica,No,No,No,Casi Siempre,Nunca,No,No,No,No
15,14-17 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 4,De tus padres/ hermanos,Siempre,4 personas,Beneficiario,Grado 8,Sí,Muy favorable,Favorable,Favorable,Nunca he trabajado,Ni buena/ Ni mala,0,0,0,No Aplica,No Aplica,No,No,Sí,A veces,Casi nunca,No,No,No,No
14,14-17 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 6,De tus padres/ hermanos,De 5 a 10 años,3 personas,Beneficiario,Grado 8,Sí,Favorable,Favorable,Desfavorable,Nunca he trabajado,Ni buena/ Ni mala,0,0,0,No Aplica,No Aplica,No,No,No,Casi Siempre,Casi Siempre,No,No,No,No
14,14-17 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 6,De tus padres/ hermanos,Siempre,2 personas,Beneficiario,Grado 7,Sí,Muy favorable,Favorable,Ni favorable/ Ni desfavorable,Nunca he trabajado,Ni buena/ Ni mala,0,0,0,No Aplica,No Aplica,No,No,Sí,Casi nunca,Siempre,No,No,No,No
14,14-17 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 4,De tus padres/ hermanos,Siempre,4 personas,Beneficiario,Grado 8,Sí,Desfavorable,Desfavorable,Desfavorable,Nunca he trabajado,Ni buena/ Ni mala,0,0,0,No Aplica,No Aplica,No,No,No,Siempre,Siempre,No,No,No,No
17,14-17 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 5,De tus padres/ hermanos,Siempre,Vive solo,Beneficiario,Grado 10,Sí,Ni favorable/ Ni desfavorable,Ni favorable/ Ni desfavorable,Ni favorable/ Ni desfavorable,No,Muy Mala,30000,0,0,No Aplica,No Aplica,No,No,No,Siempre,Siempre,No,No,No,No
15,14-17 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 4,Alquilado,De 1 a 5 años,3 personas,Beneficiario,Grado 8,Sí,Muy favorable,Muy favorable,Muy favorable,No,Nunca ha realizado,0,0,100000,No Aplica,No Aplica,No,No,No,Siempre,Siempre,Sí,No,Sí,No
17,14-17 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 5,De tus padres/ hermanos,Siempre,4 personas,Beneficiario,Grado 10,Sí,Favorable,Favorable,Favorable,Nunca he trabajado,Ni buena/ Ni mala,0,0,20000,No Aplica,No Aplica,No,No,No,Casi Siempre,Siempre,No,No,No,No
16,14-17 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 6,Alquilado,Siempre,4 personas,Beneficiario,Grado 10,Sí,Muy favorable,Favorable,Favorable,No,Muy buena,0,40000,0,No Aplica,No Aplica,No,No,No,Casi nunca,A veces,Sí,No,No,No
14,14-17 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 6,De tus padres/ hermanos,Siempre,3 personas,Beneficiario,Grado 8,Sí,Favorable,Ni favorable/ Ni desfavorable,Favorable,Nunca he trabajado,Muy Mala,20000,50000,0,No Aplica,No Aplica,No,No,Sí,Siempre,Nunca,Sí,No,No,No
16,14-17 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 6,Alquilado,Siempre,6 personas,Beneficiario,Grado 8,Sí,Favorable,Ni favorable/ Ni desfavorable,Favorable,Nunca he trabajado,Mala,0,20000,0,No Aplica,No Aplica,No,No,Sí,Siempre,A veces,Sí,No,No,No
14,14-17 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 5,Alquilado,Siempre,3 personas,Ninguno,Grado 8,Sí,Desfavorable,Ni favorable/ Ni desfavorable,Desfavorable,Nunca he trabajado,Muy Mala,27000,40000,0,No Aplica,No Aplica,No,No,Sí,A veces,Casi nunca,No,No,No,No
15,14-17 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 5,"Ocupado (No es propio, ni paga arriendo, ni es prestado)",Siempre,2 personas,Beneficiario,Grado 9,Sí,Favorable,Desfavorable,Ni favorable/ Ni desfavorable,Nunca he trabajado,Ni buena/ Ni mala,29000,30000,0,No Aplica,13,No,No,Sí,Siempre,Nunca,No,No,No,No
17,14-17 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 6,De tus padres/ hermanos,Siempre,3 personas,Beneficiario,Grado 10,Sí,Ni favorable/ Ni desfavorable,Ni favorable/ Ni desfavorable,Favorable,Nunca he trabajado,Muy buena,15000,20000,0,No Aplica,No Aplica,No,No,Sí,Siempre,Casi Siempre,No,No,No,No
15,14-17 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 5,De tus padres/ hermanos,De 1 a 5 años,2 personas,Beneficiario,Grado 8,Sí,Muy favorable,Desfavorable,Ni favorable/ Ni desfavorable,Nunca he trabajado,Muy buena,0,50000,0,No Aplica,No Aplica,No,No,Sí,Siempre,Nunca,No,No,No,No
15,14-17 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 5,De tu propiedad,De 5 a 10 años,4 personas,Beneficiario,Grado 10,Sí,Ni favorable/ Ni desfavorable,Favorable,Ni favorable/ Ni desfavorable,Nunca he trabajado,Buena,0,20000,0,No Aplica,No Aplica,No,No,Sí,Siempre,A veces,No,No,No,No
23,22-26 años,Hombre,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 5,Alquilado,De 1 a 5 años,3 personas,Beneficiario,Grado 11,No,Favorable,Muy favorable,Muy favorable,Sí,Buena,50000,0,0,No Aplica,15,No,No,Sí,Casi nunca,Casi nunca,No,No,No,No
14,14-17 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 5,De tus padres/ hermanos,Siempre,3 personas,Beneficiario,Grado 8,Sí,Favorable,Muy favorable,Favorable,Nunca he trabajado,Nunca ha realizado,0,0,0,No Aplica,No Aplica,No,No,No,Casi Siempre,A veces,No,No,No,No
19,18-21 años,Hombre,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 5,Alquilado,De 1 a 5 años,4 personas,Ninguno,Grado 11,No,Muy favorable,Muy favorable,Favorable,Sí,Nunca ha realizado,15000,0,0,No Aplica,No Aplica,No,No,Sí,A veces,A veces,No,No,No,Sí
17,14-17 años,Mujer,No eres casado(a) y vives en pareja hace menos de dos años,COMUNA,El Poblado,SURORIENTAL,Estrato 3,Alquilado,Menos de 1 año,6 personas,Beneficiario,Grado 11,No,Muy desfavorable,Muy favorable,Muy favorable,Nunca he trabajado,Muy Mala,0,0,0,17,14,No,No,No,Nunca,Nunca,No,No,No,No
19,18-21 años,Hombre,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 2,De tus padres/ hermanos,Siempre,4 personas,Cotizante,Grado 11,No,Desfavorable,Desfavorable,Desfavorable,Sí,Muy Mala,10000,0,50000,19,14,No,No,Sí,Siempre,Casi nunca,No,No,No,No
24,22-26 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 3,De tus padres/ hermanos,Más de 10 años,4 personas,Cotizante,Grado 7,No,Favorable,Favorable,Ni favorable/ Ni desfavorable,No,Ni buena/ Ni mala,0,0,0,19,15,No,No,No,A veces,Casi Siempre,No,No,No,No
17,14-17 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 3,De tus padres/ hermanos,Más de 10 años,4 personas,Beneficiario,Grado 11,No,Desfavorable,Muy favorable,Favorable,Nunca he trabajado,Mala,12000,0,0,No Aplica,15,No,No,No,Casi nunca,Siempre,No,No,No,No
15,14-17 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 2,De tus padres/ hermanos,Más de 10 años,4 personas,Beneficiario,Grado 9,Sí,Ni favorable/ Ni desfavorable,Ni favorable/ Ni desfavorable,Favorable,Nunca he trabajado,Mala,0,0,0,No Aplica,No Aplica,No,No,No,Casi nunca,Nunca,No,Sí,No,Sí
14,14-17 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 2,Alquilado,De 1 a 5 años,3 personas,Beneficiario,Grado 8,Sí,Favorable,Muy favorable,Muy favorable,Nunca he trabajado,Ni buena/ Ni mala,0,0,0,No Aplica,No Aplica,No,No,No,Nunca,A veces,No,No,No,No
23,22-26 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 2,De tus padres/ hermanos,Más de 10 años,3 personas,Ninguno,Universitaria Incompleta o en curso,Sí,Favorable,Favorable,Favorable,No,Ni buena/ Ni mala,20000,0,0,No Aplica,18,No,No,No,Casi Siempre,A veces,No,No,No,No
18,18-21 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 5,Alquilado,De 1 a 5 años,3 personas,Beneficiario,Universitaria Incompleta o en curso,Sí,Desfavorable,Muy favorable,Favorable,Sí,Mala,20000,50000,0,No Aplica,17,No,No,Sí,A veces,A veces,No,No,Sí,Sí
17,14-17 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 2,Alquilado,De 1 a 5 años,5 personas,Beneficiario,Grado 11,Sí,Favorable,Muy favorable,Ni favorable/ Ni desfavorable,Nunca he trabajado,Buena,15000,0,0,No Aplica,No Aplica,No,No,No,Nunca,A veces,No,Sí,No,Sí
16,14-17 años,Hombre,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 2,De tus padres/ hermanos,Siempre,4 personas,Subsidiado/ Sisben,Grado 10,Sí,Favorable,Muy favorable,Favorable,Sí,Ni buena/ Ni mala,10000,80000,0,No Aplica,15,Sí,No,Sí,Siempre,Nunca,No,No,No,No
25,22-26 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 2,De tus padres/ hermanos,Siempre,Más de 10 personas,Subsidiado/ Sisben,Técnica Completa,No,Ni favorable/ Ni desfavorable,Favorable,Favorable,Sí,Nunca ha realizado,0,0,40000,25,18,No,No,Sí,Nunca,Nunca,No,No,No,Sí
23,22-26 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 2,De tus padres/ hermanos,Siempre,10 personas,Subsidiado/ Sisben,Grado 9,No,Ni favorable/ Ni desfavorable,Favorable,Ni favorable/ Ni desfavorable,No,Mala,0,0,90000,19,15,No,Sí,Sí,Nunca,Nunca,No,No,No,Sí
23,22-26 años,Hombre,No eres casado(a) y vives en pareja hace dos años o más,COMUNA,El Poblado,SURORIENTAL,Estrato 2,Alquilado,Siempre,3 personas,Subsidiado/ Sisben,Técnica incompleta o en curso,No,Muy desfavorable,Muy favorable,Muy favorable,No,Mala,25000,0,30000,21,14,No,No,No,A veces,Casi nunca,No,No,No,No
24,22-26 años,Hombre,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 2,Prestado por un familiar o amigo,Siempre,4 personas,Ninguno,Tecnología Completa,No,Muy desfavorable,Muy favorable,Muy favorable,Sí,Ni buena/ Ni mala,15000,0,0,No Aplica,14,No,No,Sí,Siempre,A veces,No,Sí,No,Sí
15,14-17 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 2,Prestado por un familiar o amigo,Siempre,8 personas,Beneficiario,Grado 9,Sí,Muy favorable,Muy favorable,Muy favorable,Nunca he trabajado,Buena,15000,0,0,No Aplica,No Aplica,No,Sí,Sí,Casi nunca,Casi nunca,No,No,No,Sí
14,14-17 años,Hombre,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 3,De tus padres/ hermanos,Siempre,4 personas,Beneficiario,Grado 7,Sí,Ni favorable/ Ni desfavorable,Ni favorable/ Ni desfavorable,Ni favorable/ Ni desfavorable,Nunca he trabajado,Ni buena/ Ni mala,15000,20000,0,No Aplica,No Aplica,No,Sí,Sí,Siempre,Casi nunca,No,No,No,Sí
20,18-21 años,Hombre,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 2,De tu propiedad,Siempre,3 personas,Beneficiario,Grado 11,No,Favorable,Muy favorable,Favorable,No,Ni buena/ Ni mala,0,50000,0,No Aplica,16,No,Sí,Sí,Casi Siempre,A veces,No,No,No,No
15,14-17 años,Hombre,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 3,Prestado por un familiar o amigo,Siempre,4 personas,Subsidiado/ Sisben,Grado 7,No,Favorable,Favorable,Ni favorable/ Ni desfavorable,No,Buena,0,20000,0,No Aplica,12,No,Sí,Sí,Siempre,Casi Siempre,No,No,No,No
22,22-26 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 3,De tus padres/ hermanos,Siempre,4 personas,Cotizante,Grado 11,No,Favorable,Favorable,Desfavorable,Sí,Buena,0,60000,140000,No Aplica,17,No,No,Sí,Siempre,Siempre,No,No,No,No
18,18-21 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 3,Alquilado,De 1 a 5 años,2 personas,Beneficiario,Grado 11,Sí,Favorable,Muy favorable,Muy favorable,Nunca he trabajado,Ni buena/ Ni mala,15000,0,0,No Aplica,16,No,No,Sí,Nunca,Nunca,No,No,No,No
14,14-17 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 2,De tus padres/ hermanos,Siempre,10 personas,Beneficiario,Grado 5,Sí,Muy favorable,Muy favorable,Muy favorable,Nunca he trabajado,Ni buena/ Ni mala,0,0,0,No Aplica,No Aplica,No,No,Sí,A veces,Casi nunca,No,No,No,Sí
22,22-26 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 2,Prestado por un familiar o amigo,Menos de 1 año,7 personas,Subsidiado/ Sisben,Grado 11,No,Favorable,Favorable,Favorable,No,Ni buena/ Ni mala,36000,0,0,No Aplica,16,No,No,Sí,A veces,Casi Siempre,No,No,No,No
23,22-26 años,Mujer,Casado(a),COMUNA,El Poblado,SURORIENTAL,Estrato 2,De tu propiedad,Siempre,4 personas,Beneficiario,Técnica Completa,No,Favorable,Ni favorable/ Ni desfavorable,Desfavorable,No,Buena,0,0,20000,19,16,No,Sí,Sí,Casi nunca,A veces,No,No,No,No
19,18-21 años,Mujer,Casado(a),COMUNA,El Poblado,SURORIENTAL,Estrato 2,De tus padres/ hermanos,Siempre,3 personas,Subsidiado/ Sisben,Grado 11,No,Favorable,Favorable,Favorable,No,Ni buena/ Ni mala,0,0,100000,18,13,No,No,Sí,Casi nunca,Casi nunca,No,No,No,No
26,22-26 años,Hombre,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 3,De tus padres/ hermanos,Siempre,3 personas,Beneficiario,Grado 5,No,Favorable,Favorable,Favorable,Sí,Ni buena/ Ni mala,20000,50000,20000,No Aplica,16,No,Sí,Sí,Siempre,Nunca,No,No,No,No
17,14-17 años,Hombre,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 2,Alquilado,Siempre,7 personas,Beneficiario,Grado 5,No,Favorable,Favorable,Favorable,No,Ni buena/ Ni mala,0,20000,0,No Aplica,13,Sí,No,Sí,A veces,Nunca,No,No,No,No
23,22-26 años,Hombre,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 2,De tus padres/ hermanos,Siempre,3 personas,Beneficiario,Grado 11,No,Favorable,Favorable,Favorable,No,Mala,30000,60000,0,No Aplica,No Aplica,No,No,Sí,A veces,Casi nunca,No,No,No,No
23,22-26 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 2,Alquilado,Siempre,3 personas,Subsidiado/ Sisben,Grado 11,No,Favorable,Favorable,Favorable,No,Mala,0,0,0,No Aplica,15,No,Sí,Sí,Casi nunca,Casi nunca,No,No,No,No
14,14-17 años,Hombre,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 2,Alquilado,Más de 10 años,2 personas,Beneficiario,Grado 5,Sí,Favorable,Muy favorable,Desfavorable,Nunca he trabajado,Buena,0,0,0,No Aplica,No Aplica,No,No,No,Nunca,A veces,No,No,No,No
18,18-21 años,Hombre,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 2,De tus padres/ hermanos,Siempre,2 personas,Subsidiado/ Sisben,Grado 11,No,Favorable,Favorable,Favorable,Nunca he trabajado,Buena,15000,0,0,No Aplica,14,No,No,Sí,Casi Siempre,Casi nunca,No,No,No,No
23,22-26 años,Mujer,No eres casado(a) y vives en pareja hace dos años o más,COMUNA,El Poblado,SURORIENTAL,Estrato 2,Alquilado,Más de 10 años,6 personas,Subsidiado/ Sisben,Universitaria Incompleta o en curso,No,Muy desfavorable,Muy desfavorable,Muy desfavorable,No,Mala,30000,0,0,No Aplica,14,No,Sí,Sí,Nunca,Casi Siempre,No,No,No,No
